source,split,profile,row,method,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation,selected_on_validation
am_9db,validation,short_gaps,12000,zero_fill,2.885860874705908,1.0,1.7374390170988692,0.0,0.5101529485163723,,0.9154665592905432,
am_9db,validation,short_gaps,12000,linear,2.92743418959087,1.014405862475681,1.7692693585748502,0.0,0.5175021417342623,0.09625803350492318,0.9129611555779032,
am_9db,validation,short_gaps,12000,pchip,2.9746632742964083,1.0307715456309203,1.7920756410034235,0.0,0.5258511432503923,0.08537256289170937,0.9100743117843335,
am_9db,validation,short_gaps,12000,autoregression,2.448735121408226,0.8485284730358914,1.361081129184946,0.0,0.43287930241935507,0.5727245729581927,0.9399954709748628,
am_9db,validation,short_gaps,12000,pca_r32_l01,16.482116843451752,5.711334523405052,7.996890722886588,0.0,2.9136541470784367,0.3668319302734218,0.4625361454209411,
am_9db,validation,short_gaps,12000,pca_r64_l01,3.6873939780457308,1.2777448872761428,2.673265706684758,0.0,0.6518453216956439,0.41531110355228956,0.8765201282950178,
am_9db,validation,short_gaps,12000,pca_r96_l01,4.424752166089769,1.5332520721535776,2.995237690808731,0.0,0.7821930654279852,0.25479571127203493,0.8278645656894522,
am_9db,validation,short_gaps,12000,pca_r64_l001,5.511079374495127,1.9096829728691442,3.69451166696941,0.0,0.9742303993407052,0.28119923980276584,0.771105429371487,
am_9db,validation,short_gaps,12000,pca_r64_l1,2.3006657280960154,0.797219903516822,1.8076640559265547,0.0,0.4067040843950446,0.6380834932162877,0.9476031384475457,
am_9db,validation,short_gaps,12000,template_1,3.339153170366956,1.1570735095492926,1.9185487502399943,0.0,0.5902844625467585,0.5189641778291791,0.8985185685498942,
am_9db,validation,short_gaps,12000,dictionary_8,2.1138277088474955,0.7324773440656287,1.3971720608278244,0.0,0.37367547679652174,0.7949788574152403,0.9586860178681893,
am_9db,validation,short_gaps,12000,dictionary_24,2.9916916922162953,1.0366721827923089,2.0060855749412236,0.0,0.5288613706964,0.34179527713934144,0.91063091942908,
am_9db,validation,short_gaps,12000,dictionary_48,3.501444573862902,1.213310248097018,2.4276357780318225,0.0,0.6189738005318248,0.08410388841480806,0.8773366217874137,
am_9db,validation,short_gaps,12000,local_pca_8,6.322221977577927,2.1907577156581435,3.3215843421152687,0.0,1.1176215081279943,0.6622203158689195,0.7916000758457543,
am_9db,validation,short_gaps,12000,local_pca_16,3.013990514748845,1.0443991050178378,1.9172867744584885,0.0,0.5328032828527104,0.6872454686584762,0.9216520112368015,
am_9db,validation,short_gaps,12000,local_pca_32,0.8974734906777049,0.31098986737160866,0.6800306260493563,0.0,0.15865239779834173,0.9543788338928609,0.9922489059696303,
am_9db,validation,short_gaps,12000,local_dictionary_8,1.6096781625159349,0.5577809299902491,1.000445089482351,0.0,0.2845535860607297,0.8943578191777084,0.9765603363556719,
am_9db,validation,short_gaps,12000,local_dictionary_24,2.414119814672752,0.8365336790252474,1.5149196828704592,0.0,0.42676012288797854,0.827056186971521,0.9510945407951983,
am_9db,validation,short_gaps,12113,zero_fill,3.2703472431345144,1.0,2.5322748431799162,0.0,0.5781211781137865,,0.8982838369853781,
am_9db,validation,short_gaps,12113,linear,4.759105075351897,1.4552292834783074,3.432764239737914,0.0,0.8412988677901604,-0.07969856275453399,0.7966765808313657,
am_9db,validation,short_gaps,12113,pchip,5.091541953344756,1.556881142830781,3.7326067820677644,0.0,0.9000659604764693,-0.04576946551360545,0.7748159097767331,
am_9db,validation,short_gaps,12113,autoregression,3.4326662026909447,1.0496335549373812,2.5114514468827336,0.0,0.6068153873681608,0.14314750304013676,0.8880188687269376,
am_9db,validation,short_gaps,12113,pca_r32_l01,7.6021404481618315,2.324566745663205,4.958723177261584,0.0,1.3438812656069425,0.07733720413869216,0.6397311680816063,
am_9db,validation,short_gaps,12113,pca_r64_l01,10.53795781332608,3.2222748931167975,6.357993467573772,0.0,1.8628653574151584,0.21340253863088235,0.5543781769211208,
am_9db,validation,short_gaps,12113,pca_r96_l01,4.823220765000386,1.4748344461359082,3.3323157788819397,0.0,0.8526330275228851,0.4523930819939787,0.8266510537610207,
am_9db,validation,short_gaps,12113,pca_r64_l001,17.85877986488967,5.460820682690762,10.364722044827127,0.0,3.157016086545315,0.11779990946782253,0.3621392742820667,
am_9db,validation,short_gaps,12113,pca_r64_l1,4.282478351387064,1.3094873519554628,2.874891238260357,0.0,0.7570423706375948,0.47799057768655717,0.8543210679389559,
am_9db,validation,short_gaps,12113,template_1,5.751110646712567,1.7585626904867528,4.339252889623126,0.0,1.0166623344111516,0.11990959801521432,0.7442827982852033,
am_9db,validation,short_gaps,12113,dictionary_8,3.0031004477078,0.9182818289440825,2.5326664838474446,0.0,0.5308781727896356,0.4720956954578998,0.9157647365423771,
am_9db,validation,short_gaps,12113,dictionary_24,3.2612430699015182,0.9972161447833686,2.8533856462105365,0.0,0.5765117724562494,0.3820675809539077,0.9006974202954419,
am_9db,validation,short_gaps,12113,dictionary_48,3.0443740061023927,0.9309023720626272,2.626289922078387,0.0,0.5381743760457645,0.4764704224682182,0.9137838326714526,
am_9db,validation,short_gaps,12113,local_pca_8,6.129780473322391,1.874351565018279,4.147638089267748,0.0,1.083602334967787,0.29274882573717537,0.7449182118713726,
am_9db,validation,short_gaps,12113,local_pca_16,4.125657009626092,1.2615348471900474,3.031943156120386,0.0,0.7293200120891059,0.42396792859429855,0.8577402006758053,
am_9db,validation,short_gaps,12113,local_pca_32,3.2094083524036585,0.9813662323293694,2.395558392455847,0.0,0.5673486023953429,0.5772976288169992,0.9095727535439324,
