source,split,profile,row,method,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation
chirp_9db,validation,long_gaps,12472,pca_r96_l01,2.518549242600124,1.08885542282046,1.1613833872177348,0.0,0.8329318700737514,-0.1229010943833442,0.24575878624751413
chirp_9db,validation,long_gaps,12472,pca_r64_l001,3.9072232287874105,1.6892269282942587,1.7321027848963606,0.0,1.2921926225232891,-0.5362900162315036,-0.28180869376317846
chirp_9db,validation,long_gaps,12472,pca_r64_l1,2.3977051456259866,1.0366103651974106,1.059701556624056,0.0,0.7929664415732837,-0.030152297330862228,0.3285264359281758
chirp_9db,validation,long_gaps,12472,template_1,2.6572905770243866,1.1488380714826094,1.2558561101790933,0.0,0.8788162535052316,0.36069954699033085,0.4574387187833399
chirp_9db,validation,long_gaps,12472,dictionary_8,2.407416188030743,1.0408087826850678,1.034784372566042,0.0,0.7961780669700571,0.17623651233573528,0.37679201092626563
chirp_9db,validation,long_gaps,12472,dictionary_24,2.6071824729046984,1.1271746154043605,1.1137346780298527,0.0,0.8622445557340285,-0.1927669174776357,0.18688375682599
chirp_9db,validation,long_gaps,12472,dictionary_48,2.5111646539684287,1.0856628112800883,1.096112955146075,0.0,0.8304896469420039,-0.058094345899720075,0.2640627844483493
chirp_9db,validation,long_gaps,12708,zero_fill,4.870960086280734,1.0,2.0899306929919255,0.0,1.6109186293025677,,0.2243897428169658
chirp_9db,validation,long_gaps,12708,linear,4.877180887881945,1.001277120216758,2.1743225915438495,0.0,1.6129759660516025,0.0013804310090822283,0.21949719340564935
chirp_9db,validation,long_gaps,12708,pchip,4.879068660634087,1.0016646768213502,2.196892936636085,0.0,1.6136002882058489,0.0015399462611983203,0.21803414771493235
chirp_9db,validation,long_gaps,12708,autoregression,4.870949705553802,0.9999978688540353,2.065189142408786,0.0,1.6109151961998314,0.015203046878441621,0.22439697785750104
chirp_9db,validation,long_gaps,12708,pca_r32_l01,7.154849264944695,1.4688786477837568,2.878255614307965,0.0,2.3662439778996185,-0.5333618892123032,-0.41809425419057755
chirp_9db,validation,long_gaps,12708,pca_r64_l01,6.476580600171717,1.3296312196056137,2.801531346811149,0.0,2.1419277017649767,-0.6573274592946553,-0.46252596523076345
chirp_9db,validation,long_gaps,12708,pca_r96_l01,5.513009448119225,1.1318116655578538,2.4868080499761285,0.0,1.8232564969091143,-0.4774606204647624,-0.17617853710653417
chirp_9db,validation,long_gaps,12708,pca_r64_l001,10.024776600597377,2.058069953977366,4.286120863323686,0.0,3.315383229270018,-0.7535251945448892,-0.6786286514569394
chirp_9db,validation,long_gaps,12708,pca_r64_l1,5.299597766787298,1.087998602516543,2.21687875890079,0.0,1.7526772174490588,-0.49753637187890487,-0.09105578931867331
chirp_9db,validation,long_gaps,12708,template_1,5.008121688338438,1.0281590486532677,1.978120052714028,0.0,1.656280565361554,-0.0040052877053775564,0.15430813733029417
chirp_9db,validation,long_gaps,12708,dictionary_8,4.728337390815196,0.9707197979578521,1.8566293732489942,0.0,1.563750606363129,0.24619717704201624,0.32603372642175454
chirp_9db,validation,long_gaps,12708,dictionary_24,4.5135821742354,0.9266309093659165,1.8097328922407563,0.0,1.4927269943851345,0.6272245964714835,0.4890247836311009
