sample,modality,degradation,method,PSNR_dB,SSIM_global,MAE_8bit,RMS_contrast
14,optical,severe,median_clahe,14.98273208037057,0.7439306781531897,36.36213107638889,41.90262301480947
14,optical,severe,bilateral_clahe,15.033137069221478,0.7486033373245953,36.075772569444446,41.70800775197046
14,optical,severe,nlm_clahe,15.018260021701735,0.7343149392368835,36.031375868055555,39.266199270371416
14,optical,severe,nlm_clahe_unsharp,15.04413301901362,0.7377333709944754,35.91134114583333,39.59415379946715
14,optical,severe,auto_mask_telea_inpaint,13.22790066398963,0.41165943714379327,46.49270833333333,22.92774987126905
14,optical,motion,degraded_input,15.961616035621942,0.7428848478939382,32.4327734375,36.25819461016901
14,optical,motion,nlm_only_conservative,15.79014747667394,0.7325929399865728,33.09892795138889,35.437415695340725
14,optical,motion,bilateral_only_conservative,15.924866486456112,0.73850605273941,32.60815538194444,35.66840804497119
14,optical,motion,gaussian_clahe,16.03839317220673,0.814789610610525,31.49457465277778,52.37114920830293
14,optical,motion,median_clahe,16.046961844960023,0.8153831250661617,31.477118055555554,52.33743125725355
14,optical,motion,bilateral_clahe,16.166255217273108,0.8226702207926783,30.90401909722222,52.518847579043616
14,optical,motion,nlm_clahe,16.223011524150387,0.8199662015340753,30.545264756944444,50.46896843556933
14,optical,motion,nlm_clahe_unsharp,16.238838284361904,0.8230839769003949,30.452513020833333,51.21412089297704
14,optical,motion,auto_mask_telea_inpaint,14.725670012646807,0.6255309301124312,38.34436197916666,34.53911447461302
14,thermal,moderate,degraded_input,20.4833079788915,0.8613160656699141,20.64764322916667,29.0754368488487
14,thermal,moderate,nlm_only_conservative,20.60100888048995,0.8643402602974,20.571640625,28.20314298617451
14,thermal,moderate,bilateral_only_conservative,20.55445291521658,0.862238879592907,20.79953125,27.978540910628844
14,thermal,moderate,gaussian_clahe,15.89920655177634,0.7732121061228181,36.6180078125,38.814528144103086
14,thermal,moderate,median_clahe,15.976282364142989,0.7788187701869675,36.376653645833336,38.67367234792801
14,thermal,moderate,bilateral_clahe,16.63474438503276,0.8035715761443587,33.665325520833335,38.705471585596065
14,thermal,moderate,nlm_clahe,17.371294016101906,0.8311779731686045,30.846145833333335,38.92539216384532
14,thermal,moderate,nlm_clahe_unsharp,17.350091754400637,0.8302996974609267,30.8056640625,39.26958508097817
14,thermal,moderate,auto_mask_telea_inpaint,20.410575770761028,0.8284944735544523,21.271341145833333,27.220337711817596
14,thermal,severe,degraded_input,16.880754884513646,0.6495202926691556,31.492356770833332,22.1117455895481
14,thermal,severe,nlm_only_conservative,17.0968424937045,0.665261901404437,31.206927083333333,20.008392522344884
14,thermal,severe,bilateral_only_conservative,17.14695741699817,0.6693518060923848,31.128893229166668,19.59374401906862
14,thermal,severe,gaussian_clahe,14.339278988224411,0.6461724108992044,43.773098958333335,31.380287044742115
14,thermal,severe,median_clahe,14.251151868460841,0.6354794997870686,44.06290364583333,31.42811859535996
