source,split,profile,method,row,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation
am_9db,validation,mixed_damage,local_pca_8,13299.5,3.2041503440958423,1.0540295421312986,1.7892993985558936,0.5010536335252535,0.9745672207560019,0.1274396382176458,0.5091739746385281
am_9db,validation,mixed_damage,pca_r32_l01,13299.5,5.208845646099078,1.7965769723453118,2.9371078525474896,0.374309524646117,1.3617013171337502,0.036193652851522984,0.35411109515518563
am_9db,validation,mixed_damage,pca_r64_l001,13299.5,7.373029524477007,2.590082665064228,4.209944529969042,0.2490862579067923,1.8606021165980466,0.057342694751046704,0.3505187749627981
am_9db,validation,mixed_damage,pca_r64_l01,13299.5,3.830953409194244,1.285693178073469,2.256482523522043,0.25899090521968104,0.9952827173714652,0.06387519335945124,0.5289878899372956
am_9db,validation,mixed_damage,pca_r64_l1,13299.5,3.1559013187128326,1.0284833934828124,1.7761886851862425,0.31018215594626414,0.8614883631182622,0.11004756418303126,0.5808940087733369
am_9db,validation,mixed_damage,pca_r96_l01,13299.5,3.4458260119363224,1.1405165095850702,1.9873491195594488,0.19617287860492064,0.8853157358463108,0.1151324321349559,0.5923195070205856
am_9db,validation,mixed_damage,pchip,13299.5,3.1415142375748655,1.0178469344358552,1.7871387814651287,0.5010536335252535,0.9620132834464054,-0.007963603748531754,0.5798831421403825
am_9db,validation,mixed_damage,template_1,13299.5,3.843166303365564,1.2525176001926763,2.0925512052856985,0.6398161152118436,1.2316302078077646,-0.07915910634326696,0.2164438420629348
am_9db,validation,mixed_damage,zero_fill,13299.5,3.085690767504014,1.0,1.7363759110567198,0.5010536335252535,0.9510033521791358,,0.616404050294334
am_9db,validation,raster_image,autoregression,13299.5,4.2689898642506785,1.0399281511027658,2.5447434180398214,0.13646475717003906,0.7731161623281557,0.32602705113698166,0.7028752895683702
am_9db,validation,raster_image,dictionary_24,13299.5,3.3302116871408796,0.8679724246224647,2.1394304319317694,0.13646475717003906,0.6074178845399358,0.4056093612228752,0.8184317611499367
am_9db,validation,raster_image,dictionary_48,13299.5,3.4097887960423967,0.8864721281106082,2.2069287510581916,0.13646475717003906,0.6213736984894107,0.36515186855586346,0.8050867892014679
am_9db,validation,raster_image,dictionary_8,13299.5,3.546554644811384,0.929108955666389,2.2345412267957845,0.13646475717003906,0.6444343598811346,0.3300387535088903,0.7891272771544764
am_9db,validation,raster_image,linear,13299.5,4.404596036132609,1.107816596523272,2.7537929414876845,0.13646475717003906,0.7942302072437241,-0.02329328544386282,0.6330785561213604
am_9db,validation,raster_image,local_dictionary_24,13299.5,3.0164750686830892,0.7822145478277367,1.8938452897880647,0.13646475717003906,0.5558798651961402,0.6137852994832638,0.8423549665071736
am_9db,validation,raster_image,local_dictionary_8,13299.5,3.1666698838730745,0.8167535004444358,1.956119658711269,0.13646475717003906,0.5818432149090854,0.5757627659769831,0.8067179441957678
am_9db,validation,raster_image,local_pca_16,13299.5,3.184409828962672,0.8314604610261477,2.025592952071179,0.13646475717003906,0.5838000242517619,0.5847062851724419,0.8338337553044717
am_9db,validation,raster_image,local_pca_32,13299.5,2.898681015980068,0.7360540356862556,1.8422216745495994,0.13646475717003906,0.5374286889331505,0.6644060113596892,0.8514467242018177
am_9db,validation,raster_image,local_pca_8,13299.5,5.284273527012758,1.4750032062309055,3.0487126851591912,0.13646475717003906,0.9476719577934474,0.37455415741574494,0.6876427075020314
am_9db,validation,raster_image,pca_r32_l01,13299.5,8.40729672518273,2.444275008414485,4.913582722763409,0.13646475717003906,1.493472313999767,0.2810122400432063,0.5367016330929987
am_9db,validation,raster_image,pca_r64_l001,13299.5,8.937216321575137,2.555247504428918,5.208198097625993,0.13646475717003906,1.5878780429566444,0.3281312929990084,0.5571476799369212
am_9db,validation,raster_image,pca_r64_l01,13299.5,5.628717113400767,1.5783714319911732,3.4828929863418403,0.13646475717003906,1.0065046622568083,0.38423133601550913,0.676018200297649
am_9db,validation,raster_image,pca_r64_l1,13299.5,3.3676729845979945,0.8743535067564506,2.1841032596356857,0.13646475717003906,0.6149839572606229,0.5164641860687773,0.8170212718931676
am_9db,validation,raster_image,pca_r96_l01,13299.5,3.818016023488299,1.0390702683331068,2.425084030643195,0.13646475717003906,0.6912471992829277,0.48042761890044106,0.7831927228609484
am_9db,validation,raster_image,pchip,13299.5,4.4378467794209255,1.119053499747537,2.7777346010693713,0.13646475717003906,0.7999522688875604,-0.024387322305858977,0.6309700850851837
am_9db,validation,raster_image,template_1,13299.5,3.7512460460283172,1.0186049492871645,2.3503241619064568,0.13646475717003906,0.679198604499963,0.28145255864857893,0.75968420430375
am_9db,validation,raster_image,zero_fill,13299.5,3.994262309904535,1.0,2.523629997339228,0.13646475717003906,0.7234633019304589,,0.6970192415440319
am_9db,validation,severe_4x,autoregression,13299.5,3.145750837966681,1.016000192358313,1.7774725206623765,0.7785557314545869,1.1457730019865495,0.020621811292899066,0.20031553686732573
am_9db,validation,severe_4x,dictionary_24,13299.5,3.350924843420096,1.1074729675201598,1.8955453579416817,0.5176700356856024,1.0233764548047553,0.12802474462188052,0.46501250207969136
am_9db,validation,severe_4x,dictionary_48,13299.5,3.269408489742691,1.0812691193491955,1.8579263669109183,0.4983627898375429,0.9928272426754532,0.18250827327870867,0.5057250107836552
am_9db,validation,severe_4x,dictionary_8,13299.5,3.483227013281164,1.14668969788654,1.959689239112753,0.5867307411027863,1.1002589629932118,0.0723240561782632,0.38752410097883194
am_9db,validation,severe_4x,linear,13299.5,3.0918115836036946,1.0021799443674237,1.7458723369110345,0.7785557314545869,1.1371853009063468,-0.001721905728191582,0.20392463297377217
am_9db,validation,severe_4x,local_dictionary_24,13299.5,3.3305023568947405,1.0686213124051782,1.8972096856741913,0.7785557314545869,1.1899683958256573,0.2237726359376262,0.20965781417351026
am_9db,validation,severe_4x,local_dictionary_8,13299.5,3.2175443742907444,1.0448695034239939,1.773556307573964,0.7785557314545869,1.1634710469645257,0.20136372978593478,0.2287098249825622
am_9db,validation,severe_4x,local_pca_16,13299.5,3.144884890772311,1.0226250144410707,1.8113751249494852,0.7785557314545869,1.1473729761997122,0.1336152813547297,0.19832492068473676
am_9db,validation,severe_4x,local_pca_32,13299.5,3.1153983504788942,1.0155901485890253,1.8162069770666405,0.7785557314545869,1.1424621903030636,0.1524261391328723,0.20848010390006788
am_9db,validation,severe_4x,local_pca_8,13299.5,3.1720577491437556,1.0322100401710488,1.806543695566879,0.7785557314545869,1.1526631425474665,0.09819802765857077,0.1868695800319653
am_9db,validation,severe_4x,pca_r32_l01,13299.5,3.9645445605797778,1.3463332332294211,2.3048152752898976,0.6268518383282108,1.205982745706762,0.05061974383369163,0.40785481548931996
am_9db,validation,severe_4x,pca_r64_l001,13299.5,4.969361431199577,1.705668634913132,3.1223726161371883,0.7968425906667291,1.495999067252644,0.09882596978986162,0.35880988691677485
am_9db,validation,severe_4x,pca_r64_l01,13299.5,3.272515292410349,1.0682840559594784,1.9151202148711421,0.49553483236610996,0.9876513916897828,0.11054591087972382,0.5005188929032056
am_9db,validation,severe_4x,pca_r64_l1,13299.5,3.0963300164552408,1.003340980273135,1.7374379335755528,0.44646390862404745,0.9263987295625132,0.136266086985077,0.5338357869676195
am_9db,validation,severe_4x,pca_r96_l01,13299.5,3.1418738754402544,1.017977180381701,1.7922362281145505,0.43463470357201234,0.924632486416782,0.14946255270643025,0.5399789467495483
