row,degraded_rmse,degraded_mae,degraded_correlation,linear_baseline_rmse,linear_baseline_mae,linear_baseline_correlation,learned_restoration_rmse,learned_restoration_mae,learned_restoration_correlation
16000,0.9839362502098083,0.40576010942459106,0.17852894064516978,0.9845705032348633,0.4075072407722473,0.17544225512227601,0.7498469352722168,0.3228886127471924,0.6617832146558396
17200,0.9791535139083862,0.3711837828159332,0.20452807818855115,0.9795499444007874,0.37270522117614746,0.20214059262605946,0.6951396465301514,0.3021765947341919,0.7188961802395578
18400,0.9457793831825256,0.5057049989700317,0.34048892509435247,0.947347104549408,0.5091819167137146,0.3300052396098325,0.6049468517303467,0.4064534306526184,0.7968537342846767
19500,0.9751596450805664,0.35083913803100586,0.22996002849867908,0.9755273461341858,0.3515770435333252,0.22634151874471992,0.7142218947410583,0.2910209596157074,0.7031636044761745
